,username,text,retweet_count
1758,JarkiyoK,"RT @FaGtng: Kaget aku🙄 
Hanya untuk investasi ada tahapan 23 x , Peraturan berantai.

Ya Allah..
Bagaimana mungkin bisa terwujud #SinergiIn…",0
1759,lambert_kota,"RT @Irenecutemom: Pertamina ini makin mantap dukung Pak Jokowi gaspol pembangunan. 

Maju bersama kita yah 🇮🇩🇮🇩 https://t.co/v3KktldH9G",0
1760,donielang4,@DivHumas_Polri  pidanakan Cak Nun dari kemaren menggiring publik ke opini salah!,0
1761,Riodavy,"fadli zon ini kayanya memusuhi pemerintah sekali, dia menghina @prabowo sebenarnya, tp Prabowo merasa hutang jasa k… https://t.co/H68ohiya3t",0
1762,chriztn,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
1763,GarengHallu,@DivaCatrii @jokowi @jokowi  Sigap membangun negeri,0
1764,Aryprasetyo85,"Gmn mgkn kita kan bersaing klo biaya logistik mahal.

Perlu peran swasta utk membangun pelabuhan yg bisa menekan bi… https://t.co/gJhCMYpGYP",0
1765,ElinMoenik2,"Allahu Akbar
#SayaPercayaFPI
#SayaPercayaFPI",0
1766,HardyEmcd,"Seharusnya IB HRS di lindungi pemerinta , bukan d benci dan di musuhi, pantes di era jokowi otak dan perut nya pada… https://t.co/EYHoRLKH0g",0
1767,Kobaro4,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1768,wantahgdn,@VaniaCiprut @jokowi @kemendagri @KPU_ID Yo...besuk #KeTPSPatuhiProkes,0
1769,IyanSatria10,"RT @OposisiCerdas: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/gKvW5QOtkT",0
1770,eddielala,@BPrima777 @jokowi Ini mamanya jebakan cak nun☺,0
1771,dedydude,"RT @TaliUdeng: Masalah dibikin sendiri...diributin sendiri.. klo sdah apes negara yang disalahin.. kan asu..
Perusuh kok diajak rundingan..…",0
1772,Imad_adhdien,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
1773,wantahgdn,"RT @VaniaCiprut: Warga siap ikuti pilkada 2020, yang terpenting itu selalu patuhi protokol kesehatan saat melaksanakan pemilihan

#KeTPSPat…",0
1774,thesmsl,Ya mungkin justru keberadaan pa Jokowi ma pa hrs di depan pak Emha itu sm2 biasa aja yaudah saja ketemu hhh,0
1775,Derrywahyudi,"RT @EnggalPMT: Enak bgt hidup loe, nyari muka didepan Jokowi atas kematian 6 warga negara.",0
1776,andriyhans9,Cak nun aja yg dialog dengan porno positif 😂😂,0
1777,rikydipura,RT @Ayang_Utriza: Pak @prabowo sbg Menhan RI tidak terdengar sama sekali suaranya &amp; kebijakannya di tengah suasana hiruk-pikuk keamanan RI…,0
1778,wantahgdn,"RT @VaniaCiprut: Untuk mencegah kerumunan di TPS

Pemilih harus datang ke TPS sesuai jam kedatangan yg telah di atur oleh KPU

#KeTPSPatuhi…",0
1779,IskandarMocht16,RT @VIVAcoid: Muhammadiyah Desak Jokowi Bentuk Tim Investigasi Tewasnya 6 Laskar FPI https://t.co/5aNzDd7cCa #nasional,0
1780,capekgw1,"RT @TeddyGusnaidi: Kalau ikuti pemikiran Emha Ainun Najib, maka kedepan, para mafia dan teroris dibenarkan dan dibolehkan untuk membuat ker…",0
1781,Teguh19699297,"RT @ruhutsitompul: Belum terlambat Bpk Joko Widodo Presiden RI ke 7 tolong Presiden sbg
Panglima Tinggi TNI🇮🇩POLRI siapapun dia &amp; apapun or…",0
1782,SobakhulK,"RT @Tjeloup: Terkini gundule kwi,,,

Itu gak lihat apa ada gambar prabowo sandi gitu? https://t.co/ZYKb03rCd9",0
1783,ReaksiRakyat_id,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1784,wantahgdn,RT @VaniaCiprut: Walaupun pilkada dilaksanakan saat pandemi namun kesadaran masyarakat untuk mengikuti pilkada sangat tinggi terlihat dari…,0
1785,Jogja_Menyapa,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
1786,unclemam_,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1787,Overloa38239735,"RT @msaid_didu: Kasus FPI, KAMI desak Jokowi bentuk Tim Independen pencari fakta https://t.co/uVqODM9Hh4",0
1788,Nikkymonica,Bantu up...,0
1789,dumelan2,"#MOSI_TIDAK_PERCAYA

Ingat..!!!
POLISI itu bisa juga MEWAKILI @jokowi 

ANDA PERCAYA @Jokowi. ? https://t.co/mgMY8ywDm5",0
1790,zolvick_,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
1791,aihaibaraq,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
1792,ary_moto,RT @sadGirls76: PT Semen Gresik (SG) memasok 80 ribu ton bahan baku semen untuk pembangunan Jalan Tol Krian-Legundi-Bunder-Manyar (KLBM) di…,0
1793,FaGtng,"RT @Aryprasetyo85: Gmn mgkn kita kan bersaing klo biaya logistik mahal.

Perlu peran swasta utk membangun pelabuhan yg bisa menekan biaya l…",0
1794,I_am_Gratianox,"RT @RiuRizkiUtomo_: Yth Pak @prabowo, Akun @fadlizon sudah secara sepihak menyatakan ke enam korban adalah Mujahid. Saya yakin bapak tahu a…",0
1795,ary_moto,"RT @sadGirls76: Menteri Ketenagakerjaan (Menaker) Ida Fauziyah menerbitkan surat edaran hari libur bagi buruh pada Rabu, 9 Desember 2020. @…",0
1796,y_bagusadityaa,RT @caknundotcom: Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam (6) rakyatnya: sekarang saatnya terjadi Dialog 4…,0
1797,SriDenyWibowo,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
1798,w413er,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
1799,Hira68337052,"RT @AndiArief__: https://t.co/WVWOOFPtQV

PD mendorong Presiden Jokowi membentuk TPF guna mengusut insiden tewasnya 6 pengikut Habib Rizieq…",0
1800,ary_moto,RT @Dhinijogja: Usut tuntas! tindak tegas dan tangkap perusuh! Dari jaringan teroris yang meresahkan masyarakat dan berusaha memecah belah…,0
1801,Rohman33976322,@putriayusekarr Cantik bilangin ke presiden Jokowi minta motor buat ngojeg dari Rohman di Bandung makasih,0
1802,realita_nkri,RT @demokrasicoid: Tuntutan FPI Sumut ke Jokowi Usai 6 Laskar FPI Tewas Tertembak - Follow @demokrasicoid  https://t.co/wKYt4lQOG0,0
1803,fauzan1520,"RT @musniumar: Ngr tdk blh tunduk pd premanisme, setuju. Kalo yg dimksd premanisme FPI ngawur. FPI tdk mmrs tp mnlong. Premanisme, dr bhs B…",0
1804,Taufan_NurH,"RT @azkarmdn: Duh gusti, teringat puja-puji kawanku beberapa tahun lalu terhadap anak-anak Pak Jokowi yg tidak tertarik dunia politik dan m…",0
1805,HarrisBarus,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
1806,raihana_wiwieal,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
1807,Haris_Alhaddad,RT @caknundotcom: Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam (6) rakyatnya: sekarang saatnya terjadi Dialog 4…,0
1808,penuhingintahu,Mari umat islam semua. Dukung pemimpin islam. Prabowo Puan 2024. Prawan 2024 #FPIteroris https://t.co/cOkUzl7h06,0
1809,AchmadShonnyArc,Smg P Jokowi sdh dilapori kasus 6 warganya mati ditembak,0
1810,SoniMsi07,"RT @semiaji_w: * #PREET !*
https://t.co/dZxUDIqKtb",0
1811,SubuhMujahid,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
1812,ryan_eza,"RT @musniumar: Ngr tdk blh tunduk pd premanisme, setuju. Kalo yg dimksd premanisme FPI ngawur. FPI tdk mmrs tp mnlong. Premanisme, dr bhs B…",0
1813,Adrian72787072,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
1814,Yunik41643707,menurutku amat sangat tidak penting sama sekaliii,0
1815,nchelseachan,@Ayang_Utriza @prabowo Sdh diwakili suaranya oleh fadli zonk dan habiburohman jadi main 2 kaki gerindra,0
1816,Harwinfrgiawan,Ini yg lebih penting di bahas,0
1817,indoaktual,Cak Nun: Sudah Saatnya Dialog 4 Mata Jokowi - Habib Rizi3q https://t.co/Du6WpDjol6,0
1818,Feryfeb29176932,"RT @ronavioleta: Ayo pak @jokowi dialog dg HRS.
Dg para pendeta tolikara wkt mesjid dibakar dan dg buzzer/influencer yg kerap menebar fitna…",0
1819,awangpri_,"RT @geloraco: Tuntutan FPI Sumut ke Jokowi Usai 6 Laskar FPI Tewas Tertembak
https://t.co/J8MQPkxwNL",0
1820,erichasan09,"Namanya lawan politik pastilah mencari kesalahan2 lawanya, tapi Tuhan itu tidak tidur, Ia yang mengangkat Ia juga y… https://t.co/RGwqM5H81P",0
1821,Riodavy,"RT @Nyanyian_jiw4: @GunRomli Sudah cukup alasan PolRI mengajukan  pembubaran FPI, 

kl sm polisi saja sudah begitu berani menyerang, gimana…",0
1822,Wagiso17397743,"jelas dari rekam jejak digital @fadlizon  dlm cuitannya yg selalu mendukung fpi dan mrs, mohon gerindra mensikapiny… https://t.co/Fxh4QSCPxG",0
1823,IyuesMas,"@Dahnilanzar Salam jg bang buat pak Prabowo ,untuk tinggalin atau dimanfaatin oleh ormas premanisme .cukup kejadian… https://t.co/ct317bNcr1",0
1824,tusinojapan,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
1825,IkaLingga1,"RT @RiuRizkiUtomo_: Yth Pak @prabowo, Akun @fadlizon sudah secara sepihak menyatakan ke enam korban adalah Mujahid. Saya yakin bapak tahu a…",0
1826,DLogik2,RT @inisifani: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/0u2cGjf1FA,0
1827,_antaresh,"RT @Vendra_Deje: Pemerintah Jokowi dorong petani kmbangkan model bisnis sirkuit ekonomi mlalui koperasi. Fokus petani, dlm skema ini, pada…",0
1828,ekose85,@DivHumas_Polri @mohmahfudmd @fadlizon @jokowi @Kemenkumham_RI #JanganKaburTerus https://t.co/RHawiSSSw5,0
1829,diponegros,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
1830,Yogaalfan15,"Panjanh umur mbah nun.🌻
https://t.co/8VNxFiIOBH",0
1831,Prata_My,RT @PoesTri: duka nestapa mencari keadilan https://t.co/Gl4EtxPs6r,0
1832,capung_pilex,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1833,rizahariati,"@vasco_ruseimy Yg ga di mengerti orang2, HRS justru ga ada masalah sama @jokowi. Sebaliknya HRS juga ga ngerti, bah… https://t.co/f8FZdnbqa0",0
1834,Jarkiyo1,"@FaGtng @jokowi isu pelabuhan tidak hanya kebutuhan KCN, melainkan juga menjadi kebutuhan banyak pengusaha di sekto… https://t.co/7esHt5NL8S",0
1835,adhinovth,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1836,OKIAFRIANDI3,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
1837,FlagRaiser1924,@RachlanNashidik @jokowi Boro boro,0
1838,Bagusmapan22,"@Ayang_Utriza @prabowo Lagi sibuk bancaan dilaut pak kyai...
Jgn kan mo komen, mo lewat d depan kamera j musti ati ati bet pak",0
1839,Almasihi_Dajjal,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
1840,proletarkaffah,@Plantzombiee @dw_indonesia @jokowi wkwkwk ga berharapp,0
1841,AAhhsya,"Pak @jokowi 
Sprti ini akhlak dan moral pendukung anda @mohmahfudmd apakah ini hasil revolusi mental Ala BPIP… https://t.co/XVdr2SV8fg",0
1842,AryaBanyu3,RT @Ayang_Utriza: Pak @prabowo sbg Menhan RI tidak terdengar sama sekali suaranya &amp; kebijakannya di tengah suasana hiruk-pikuk keamanan RI…,0
1843,Harrybhastyan,"Hayuuu.. bantu suarakan yang menjadi usulan Cak Nun supaya Pak @jokowi mau berdialog dengan Habib Rizieq Shihab, se… https://t.co/euHmDvbSLW",0
1844,PekikMenoreh,"RT @NayDonuts: 6• 

c) pembunuhan warga tak bersenjata, 
d) penyerbuan pada RS, 
e) perintah Jokowi utk mengalihkan isu korupsi di pemerint…",0
1845,chochobread__,"CAK NUN saja di giniin, parah kalo sampe di kuasai Liberal dan Sekuler !!",0
1846,Edut28,"RT @msaid_didu: Kasus FPI, KAMI desak Jokowi bentuk Tim Independen pencari fakta https://t.co/uVqODM9Hh4",0
1847,Santo_Amora,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
1848,supanga78871842,gak bah,0
1849,Teguh19699297,RT @faizalassegaf: Presiden @jokowi &amp; seluruh rakyat sdh jelas berupaya mengedepankan prinsip penegakkan hukum yg transparan dan adil. Jd g…,0
1850,Nandice4,Pak Jokowi,0
1851,LILApama2011,"RT @mienz65: 🙏OPEN PERTEMANAN🙏

Mari smua ikut serta dlm pesta demokrasi Pilkada serentak

Rep:
Pilih yg jujur jgn yg money politics
#Jalin…",0
1852,FaGtng,"@Aryprasetyo85 @jokowi Dari dulu menjamur mafia di negara kita. 

Saatnya hancurkan mafia rente , dukung… https://t.co/XoSwO7LXAq",0
1853,NanaSur23138869,"RT @new_embun: &gt;&gt; THREAD &lt;&lt;

BERITA PEMBANTAIAN PENGAWAL IB-HRS
             SUDAH MENDUNIA

      SIAP-SIAP REZIM JOKOWI
HADAPI PENGADILAN…",0
1854,frsp_,Tugas polisi gak sih itu?,0
1855,Ardy_leo30,"Tolong dong wartawan detikcom,sampaikn ke Kabareskim Listyo Sigit Prabowo tlg perintah  jg ke jajarannya tngkap Har… https://t.co/3IVdn4zJ55",0
1856,jjsengui,"RT @P3nj3l4j4h_id: Gatot Nurmantyo Minta Jokowi Tegas Terkait Tewasnya 6 Laskar FPI 

Pak dirumahnya ga ada tamu yang nginep kan dari kemar…",0
1857,RamaneShesa,"Nuun, tak payah kau nak cari muka atw cari panggung di masalah ini",0
1858,Raylaigh_22,"@ProfYLH @jokowi @prabowo @Kemenhan @fadlizon @Gerindra Teroris petamburan ??
OPM di papua loe mingkem 
Yg kemarin… https://t.co/HpfayvdODG",0
1859,RosaRosaniasari,RT @OssyDermawan: Demokrat Dorong Jokowi Bentuk TPF Usut Tewasnya 6 Pengikut Habib Rizieq https://t.co/5NM6ukpT17,0
1860,wagesyahputra,Nah ini wajib ni,0
1861,SerikatNews_,Usulan Cak Nun Soal Dialog Jokowi dan HRS Ditanggapi KSP https://t.co/rULwYBxavb,0
1862,dah__gituaja,"@AhokJamban @jokowi Tanya sama jokowi lah, yg merintah dia, masak tanya nya ke gue bang
Wkwk",0
1863,herrycakra,"RT @msaid_didu: Kasus FPI, KAMI desak Jokowi bentuk Tim Independen pencari fakta https://t.co/uVqODM9Hh4",0
1864,Adrian72787072,"RT @geloraco: Tuntutan FPI Sumut ke Jokowi Usai 6 Laskar FPI Tewas Tertembak
https://t.co/J8MQPkxwNL",0
1865,HeriawanAdiwan2,"RT @ronavioleta: Pak @jokowi tolong jangan diam. Ada berita bantai membantai Aparat thdp rakyat sipil, negara sdh sangat mengerikan. Rakyat…",0
1866,DhirafStaquf,"@VIVAcoid untung presidennnya masih jokowi, coba kalau soeharto, bisa luluh lantak tak berbekas petamburan",0
1867,Ipong__9eto,"@KetumProDEM @jokowi #SayaPercayaFPI 
#SayaPercayaFPI https://t.co/SujBo4skbb",0
1868,NurulYa10658154,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1869,fathurdoaibu,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1870,Baktinegeri01,"RT @tjhinfar21: Ulama seperti ini yg kalian bela ?🤦‍♂️

Jgn krn benci Jokowi mata dan hati kalian tertutup taik 😠

Darah manusia tdk ada ha…",0
1871,andika_pratama8,@GianTakeshi87 @PartaiSocmed Dibelakang jokowi produk cendana,0
1872,SogolFirefight1,"@FaGtng @jokowi Tolong segera kelarin itu,agar daya jangkau campaign bisa lebih luas, hingga menjadi trigger untuk… https://t.co/hDZm2fJJn7",0
1873,shamirsetyadi,"RT @mienz65: 🙏OPEN PERTEMANAN🙏

Mari smua ikut serta dlm pesta demokrasi Pilkada serentak

Rep:
Pilih yg jujur jgn yg money politics
#Jalin…",0
1874,Abasyir28,"RT @mkusumawijaya: Dua menteri tertangkap korupsi. Reaksinya cuma ""saya sudah memperingatkan"". Jelas apa yng ""sudah"" itu tidak efektif, Pak…",0
1875,N0lerdogaN,"RT @idtodayco: Pesan Ke Moeldoko, Nasir Djamil Minta Jokowi Bentuk Tim Pencari Fakta Kematian 6 Jemaah FPI
https://t.co/njLcbNvloh",0
1876,cepu_supriyanto,"RT @infokabinetID: SIMAK! Empat Pesan Penting Satgas Penanganan COVID-19 ‘Pilkada Aman Dan Bebas COVID-19’ https://t.co/BPzlrcpbMw 

@jokow…",0
1877,supanga78871842,"RT @SinkBadher: Cak Nun pean kliru jika dialog 4 mata pak Jokowi dengan Riziq 😎😅 emang siape Riziq sok penting amet dialog ma Presiden😎👇
Su…",0
1878,DimitriYusuf,"RT @MCAOps: Cak Nun: ""Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam rakyatnya, sekarang saatnya terjadi dialog e…",0
1879,rahabganendra,seingatku @kemenhub151 jg sdh berupaya memangkas birokrasi perijinan. Smg makin cepat beres..... Biar senafas seman… https://t.co/zxuRTk1CfC,0
1880,Nandice4,Oke,0
1881,inthomyhadi,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1882,AskoTex,"@RachlanNashidik @jokowi Saya sudah tahu jawabanya bang??kira kira gini""yo ndak tahu jangan tanya saya,itukan tugas… https://t.co/TcvNFXYeEB",0
1883,Nandice4,"RT @Syahrudin_Alam: https://t.co/yM8KsBhgZC
Jelas ini sudah membantu program pak @jokowi dalam mebangun infrastruktur 

Terima kasih PT Sem…",0
1884,AwanMib90,"RT @myputun: Politikus Gerindra Desak Prabowo Bersikap : Lepas Jabatan Jika Tak Mampu Berpihak pada Kebenaran.
#SayaPercayaFPI
#SayaPercaya…",0
1885,CYaqin,"RT @new_embun: &gt;&gt; THREAD &lt;&lt;

BERITA PEMBANTAIAN PENGAWAL IB-HRS
             SUDAH MENDUNIA

      SIAP-SIAP REZIM JOKOWI
HADAPI PENGADILAN…",0
1886,lintang_ayoe,"Bantu Jokowi Pro Petani 
Teten Marsudi : ""Sirkuit ekonomi bisa dibangun lewat koperasi. Seluruh produksi mulai hulu… https://t.co/pjVytlxgb7",0
1887,HinduanTahir,@detikcom https://t.co/fIXhJhBj7h,0
1888,Nandice4,Sip,0
1889,kianinara1,"RT @mienz65: 🙏OPEN PERTEMANAN🙏

Mari smua ikut serta dlm pesta demokrasi Pilkada serentak

Rep:
Pilih yg jujur jgn yg money politics
#Jalin…",0
1890,RD_4WR1212,"Kadiv Humas Polri Irjen Raden Prabowo Argo Yuwono
Salah satu fokus adalah tentang kepemilikan senjata api yg diguna… https://t.co/0O6k57IxBy",0
1891,AgusSup39011241,"RT @__MV_llestari__: BLUSUKAN PRESIDEN @jokowi 
.
.
.
Jangan rendahkan orang baik dan meninggikan orang jahat.
.
.
. https://t.co/KgGgo1FpuO",0
1892,arien06,@FaGtng Urusan sm polisi..pak jokowi suruh dialog...emang lg kelompencapir.😅,0
1893,IskandarMocht16,RT @tvOneNews: Cak Nun Dorong Dialog Empat Mata Presiden Jokowi dengan Rizieq Shihab | tvOne Minute https://t.co/jthb3J5aoI,0
1894,azhgard,RT @caknundotcom: Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam (6) rakyatnya: sekarang saatnya terjadi Dialog 4…,0
1895,Arul70848368,Dlm statemen terakhir HRS bahwa mrk mengakui jokowi pemerintahan yg sah tp bukan berarti mengakui trs ga boleh krit… https://t.co/qHVufl0asa,0
1896,prish1405,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
1897,herfan0,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1898,dannydhe,RT @kabarpolitik: IPW Desak Jokowi Copot Kapolri dan Bentuk Tim Pencari Fakta Independen Usut Tewasnya 6 Laskar FPI https://t.co/iasO7kRmXu,0
1899,Combrot5,Dialog opo bah... Dialoge wes weruh opo seng di karepke... Imam jumbo njaluk di bebasno poro kriminal seng saiki di… https://t.co/ds6oU3jMvK,0
1900,pacemacedotco,Billly Mambrasar: Komitmen Jokowi Bangun Papua Kuat - PACEMACE https://t.co/QByY7Frje5,0
1901,Arul70848368,@PkmSprn @okezonenews Dlm statemen terakhir HRS bahwa mrk mengakui jokowi pemerintahan yg sah tp bukan berarti meng… https://t.co/emUHRYN8XS,0
1902,aldiqq,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
1903,usmans92,@PaskalisO @RachlanNashidik @jokowi Sepele ndasmu,0
1904,Haryanto_nyo,"RT @EnggalPMT: Enak bgt hidup loe, nyari muka didepan Jokowi atas kematian 6 warga negara.",0
1905,Adell1ne,RT @ronavioleta: Akan tercatat dalam sejarah. Darah para syuhada pengawal ulama membasahi bumi pertiwi di masa pemerintahan @jokowi,0
1906,faridwadjdi,"RT @msaid_didu: Kasus FPI, KAMI desak Jokowi bentuk Tim Independen pencari fakta https://t.co/uVqODM9Hh4",0
1907,tikarhyy,Gak penting kalee🙂🙃🙂🙂,0
1908,LisaSelv9,"@chriztn kalau dilihat2 dari program pak @jokowi akan tol laut, pemerintah sudh mulai mengejar perbedaan biaya logi… https://t.co/tLBERcvAyz",0
1909,ndaru_wardani,"RT @Karolina_bee11: Wujudkan Kemandirian Energi, Pertamina Kebut Proyek RDMP Balikpapan

Bantu Jokowi Sinergi membangun Negeri  https://t.c…",0
1910,bulunangko,Kenapa @fadlizon minta ke Kapolda. Kalau berani ayo minta junjunganmu Pak @prabowo untuk tanggung jawab. Berani gak… https://t.co/avRDsKocpX,0
1911,JarkiyoK,"@FaGtng @jokowi isu pelabuhan dan investasi juga menjadi perhatian publik, akrab dengan publik, dan ada harapan pub… https://t.co/6NMKZBc2y6",0
1912,UsbinDund4,"RT @demokrasicoid: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda"" - Follow @demokrasicoid  https://t.co/SdRu8ZuRHr",0
1913,jmandiri011,"RT @RiuRizkiUtomo_: Yth Pak @prabowo, Akun @fadlizon sudah secara sepihak menyatakan ke enam korban adalah Mujahid. Saya yakin bapak tahu a…",0
1914,langityang7,Noted,0
1915,Rnursalin1,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
1916,Aryprasetyo85,"Sementara, dari sisi geografis, pengembangan pelabuhan terkendala karena sangat bergantung pada transportasi laut,… https://t.co/7mRRGlQUrx",0
1917,EE_Wardhana,"@BPrima777 @jokowi Biasa...pas lagi sepi job manggung pengajian yang kajiannya kalau menurut saya gak jelas, terus… https://t.co/fLqqLABlVZ",0
1918,PenaklukMalam11,"RT @EnggalPMT: Enak bgt hidup loe, nyari muka didepan Jokowi atas kematian 6 warga negara.",0
1919,SyaukiAchmad,@DivHumas_Polri @CCICPolri Tolong baca pak @jokowi keluhan masyarakat di kolom komentar,0
1920,faridwadjdi,"RT @geloraco: Tuntutan FPI Sumut ke Jokowi Usai 6 Laskar FPI Tewas Tertembak
https://t.co/J8MQPkxwNL",0
1921,OKIAFRIANDI3,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
1922,azhim_prince,"RT @GoenHpm_: Ingat pesan Ibu utk selalu 3M saat di TPS dan dimanapun

dan ingat pesan @Dodit_Mulyanto utk pilih yg jujur jgn yg money poli…",0
1923,Arul70848368,"Kl FPI punya senjata dan ingin berontak ,waktu 212 jokowi berpidato ditengah jutaan umat, kl mau tinggal dor",0
1924,damikimmm,Ya gapapa tar jiwa jiwa org yg kena PHK trus mati kelaperan gentayangin 🤔 dana tidak halal dijamin 100% hidupnya ga… https://t.co/fRw2mmn82R,0
1925,rahabganendra,seingatku @kemenhub151 jg sdh berupaya memangkas birokrasi perijinan. Smg makin cepat beres..... Biar senafas seman… https://t.co/B4DJahT0Z3,0
1926,Arul70848368,"@PkmSprn @okezonenews Kl FPI punya senjata dan ingin berontak ,waktu 212 jokowi berpidato ditengah jutaan umat, kl mau tinggal dor",0
1927,gembus_ID,@mrsballiho19 @jokowi @mohmahfudmd Apa kabar dengan simbah yg di vonis 5 tahun penjara karena mencuri sebatang kayu🥺🥺,0
1928,Adi16343002,@TeddyGusnaidi @jokowi @Dr_Moeldoko @prabowo @mohmahfudmd Emha....jd munafik kalau komen FPI,0
1929,Overloa38239735,"RT @AAhhsya: Pak @jokowi 
Sprti ini akhlak dan moral pendukung anda @mohmahfudmd apakah ini hasil revolusi mental Ala BPIP
#SayaPercayaFPI…",0
1930,Chendra_Kaunang,"...Ragenah, wiss!.",0
1931,darahORDEBARU,"#sayapercayaFPI 
#sayapercayaFPI",0
1932,OKIAFRIANDI3,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
1933,YakubRios,"RT @OposisiCerdas: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/gKvW5QOtkT",0
1934,pelitabataks,https://t.co/qdqKfeaVyo semakin maju bersama @jokowi,0
1935,anton212911,"RT @KetumProDEM: Rakyat dibuat riuh dgn berita Korupsi dan HRS.
Rakyat dibuat sibuk menyikapi politik ""smoke screen"" yg dimainkan Rezim Son…",0
1936,CostAswint,@RachlanNashidik @jokowi Lg nunggu skrip pidato,0
1937,AnakKolong_,RT @Lilishera95: @AnakKolong_ @jokowi Dalem banget tatapan nya pak Jokowi...,0
1938,bwarmed13,"RT @Budi201932: KSP Tolak Usul Cak Nun Soal Dialog Jokowi dan Rizieq 

Tenaga Ahli Staf Kepresidenan Donny Gahral Adiansyah:
""Tidak (perlu…",0
1939,kontenislam_com,"Duet Prabowo-Puan Bisa Gagal Bukan Karena OTT 2 Menteri, tapi karena Tidak Menjual

https://t.co/CUcuOWkuw3",0
1940,rosyanaer,"RT @septian: Sekadar mengingatkan: hasil uji klinis fase 3 Sinovac belum ada, dan selama hasilnya belum ada, @BPOM_RI belum dapat mengevalu…",0
