,username,text,retweet_count
2379,cute_nafie,"RT @RiuRizkiUtomo_: Yth Pak @prabowo, Akun @fadlizon sudah secara sepihak menyatakan ke enam korban adalah Mujahid. Saya yakin bapak tahu a…",0
2380,Je_aling,@RachlanNashidik @jokowi Sejak kapan Jokowi punya sikap sendiri Bang..?! 😂😂😂,0
2381,rhmaniay,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
2382,arvstyawn,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
2383,Udin95583977,"@FaGtng @jokowi persoalan pelabuhan tidak hanya kebutuhan pengusaha, #SinergiInvestasiBahari",0
2384,srpsr2,"RT @MrsRachelIn: Ga sejln karna  orang sperti @jokowi @basuki_btp jlnnya lempeng &amp; ga bs diajak mlipir❓

Jusuf Kalla Blak-Blakan: Tak Sejal…",0
2385,freydoh,RT @Ayang_Utriza: Pak @prabowo sbg Menhan RI tidak terdengar sama sekali suaranya &amp; kebijakannya di tengah suasana hiruk-pikuk keamanan RI…,0
2386,z_zalara,RT @detikcom: #Terpopuler Kabareskrim Komjen Listyo Sigit Prabowo memerintahkan jajarannya untuk membantu Polda Metro Jaya mencari empat or…,0
2387,irinbolin,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
2388,oktori89SEMM,@TeddyGusnaidi @jokowi @Dr_Moeldoko @prabowo @mohmahfudmd SELESAIKAN DG MASALAH HUKUM. HANCURKAN DAN BUBARKAN TERORIS... BRIZIK😃😃,0
2389,Rudi53305705,https://t.co/Tn0reRmJEC,0
2390,ZoelHayat,"@mickolv_idas @prabowo Mending Mohon sama Allah Om... Cepat atau lambat, Insya Allah, Allah buktikan Kebenarannya...",0
2391,RekjanS,"RT @Heripurwanto26: @fadlizon kepada bp @prabowo selaku ketum @Gerindra ,,mhn segeralah di bebastugaskan jadi anggota dewan,,biar kerjaanny…",0
2392,dons_donovan,"Sebagai Menhan, Pak @Prabowo ditunggu responnya ..",0
2393,AndiBoys17,@jokowi Yg korupsi katanya mau dihukum mati gimana pak?,0
2394,puchilaguna125,"@FaGtng @jokowi Pelabuhan ini sangat penting bagi seluruh umat, mohon di beri kejelasan yang baik pak, mungkin peri… https://t.co/SgKO8DLwcb",0
2395,DodiJuliananta,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
2396,VaniaCiprut,@wantahgdn @jokowi @kemendagri @KPU_ID Siiip #KeTPSPatuhiProkes #AyoBesokNyoblos,0
2397,budiarth4,"RT @TriIriandono: Ingat, Untuk mengamankan aset haramnya dan merampok SDA, maka Risiek &amp; FPI  didanai oleh Cendana,  Cikeas, Chaplin, dan A…",0
2398,__MV_llestari__,"RT @AimanJudakusum1: @teguh_b490nk Maaf 🙏
Apakah penting berstatement dmkn pak ?
Lalu apa yg bermasalah jk proses hukumnya gak tuntas2 ?

@…",0
2399,VaniaCiprut,RT @Zoelvichar_: Tetap patuhi prokes,0
2400,keringatbapak,"RT @Mulalt_: Utas

"" Mereka Lansung Menembak Saya Dari Jarak Dekat ""
__
Peristiwa Paniai 8 Desember 2014 Masih tersimpan hangat,
Pelanggara…",0
2401,Aryprasetyo85,"""Sekarang investasi pihak luar ini tidak serta merta bisa masuk, kita terbentur lagi dengan regulasi, aturan-aturan… https://t.co/h7nPBmhntf",0
2402,denni_sauya,"RT @mienz65: 🙏OPEN PERTEMANAN🙏

Mari smua ikut serta dlm pesta demokrasi Pilkada serentak

Rep:
Pilih yg jujur jgn yg money politics
#Jalin…",0
2403,cute_nafie,@RiuRizkiUtomo_ @prabowo @fadlizon Semakin mati rasa sama gerindra,0
2404,FaGtng,"@Aprilaza9 @jokowi  

Rakyat mendukung #SinergiInvestasiBahari Pemerintah dan Swasta.",0
2405,Rahmanhaikal3,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
2406,tusinojapan,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
2407,Kenzu_KPTB,"RT @BudiGun96970393: Abah kira tak penting dilakukan dialog 4 mata.

Menurut kalian penting gak sih? https://t.co/bwQeVVQkoe",0
2408,puchilaguna125,"@FaGtng @jokowi Pelabuhan ini sangat penting bagi seluruh umat, mohon di beri kejelasan yang baik pak, mungkin peri… https://t.co/shY5FSWFZH",0
2409,aprokopton,"RT @KontraS: Extra judicial killing sangat berbahaya bagi keamanan &amp; hak hidup kita semua.

Kepolisian apalagi Negara (cc: Presiden @jokowi…",0
2410,notateeth,RT @caknundotcom: Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam (6) rakyatnya: sekarang saatnya terjadi Dialog 4…,0
2411,letjes_nganan,"#RakyatMemanggilCakNun
#LekasPulihIndonesiaku
#PrayForIndonesia",0
2412,puanmaharaniKW,"RT @Mulalt_: Utas

"" Mereka Lansung Menembak Saya Dari Jarak Dekat ""
__
Peristiwa Paniai 8 Desember 2014 Masih tersimpan hangat,
Pelanggara…",0
2413,astanaraga,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
2414,redywanjames,"RT @kangdede78: Deportan itu kerap menyebut Presiden @jokowi sebagai Presiden ilegal selama berada di Tanah Suci.

Ada tokoh yg menyarankan…",0
2415,Manusia20140607,@fadlizon Bang Nitip Salam Tuk Bapak. PRABOWO.,0
2416,rillamaria_,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
2417,_x_ADF_x_,"@gubernurkoplak @KWijono @btungka1997 UAS kibulin Prabowo sampai tersedu² 🤣😂🤣😂✨
Pakde aja sampai ketawa 🤣😂🤣✨ https://t.co/ctIU871OcS",0
2418,FazdillahReza,RT @auliadam: Ini cerita #StartUp beneran dari Indonesia. Kami mengakses 35 perusahaan yang terafiliasi bisnis kedua putra Presiden Jokowi.…,0
2419,JMuazd,@MardaniAliSera @jokowi Partai lo tuh mestinya minta maap!,0
2420,baliho2020,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
2421,honeykuuuuu,"@Overloa38239735 @RachlanNashidik Gw bahas emak kau yg lonte bapak kau PKI anjing, Napa ke Jokowi, tolol lu",0
2422,pecintaHAERES,@Raydhim @jokowi perih gw bacanya! mau ketawa takut dicyduk,0
2423,jalulambang,"RT @RachlanNashidik: Sebagai Presiden terpilih di negara demokrasi, Pak @jokowi mestinya memahami: hak warga negara mengatasi preferensi da…",0
2424,ilhamprmn,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
2425,EllaZefa,Demi Kemandirian ernergi seperti yang dicanangkan Pak Jokowi untuk Gaspol Pembangunan @pertamina kebut Kilang Minya… https://t.co/znHkPcfJLr,0
2426,AnugrahFitrah1,"RT @RachlanNashidik: Sebagai Presiden terpilih di negara demokrasi, Pak @jokowi mestinya memahami: hak warga negara mengatasi preferensi da…",0
2427,KomangTari5,"@daffana Setuju mba, karena banyak sektor harus di bangun dan ide Pak Jokowi untuk bekerja sama dengan swasta sudah… https://t.co/3uMUFx3Zl5",0
2428,anninn_2,@FaGtng @jokowi #SinergiInvestasiBahari harus diwujudkan dan lebih baik pangkas saja peraturan berantai itu,0
2429,ABON08195286,"@Faqihabdulqodir @Dahnilanzar @prabowo @Kemhan_RI Itu dulu bosss,sekarang posisi empuk,,,jadi nafsu nafsilah,,he,he… https://t.co/vfU0eHX46q",0
2430,Khalis87801454,"@FaGtng @jokowi Dengan minimnya investasi di negeri bahari, semoga pemerintah segera mengambil langkah cepat untuk… https://t.co/ks0KPNYVXO",0
2431,bapakcahill,"""Maiyah + Jusuf Kalla"" 😁",0
2432,Dio89180814,"RT @Ch_Chotlmah: Setelah TNI yg bantu turunkan baliho, teroris Sigi, Papua, kerumunan dan penghadangan aparat di Petamburan, skrng ada isu…",0
2433,duansitorus,"RT @RD_4WR1212: Kadiv Humas Polri Irjen Raden Prabowo Argo Yuwono
Salah satu fokus adalah tentang kepemilikan senjata api yg digunakan lask…",0
2434,KomangTari5,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
2435,Macramoov,"RT @KetumProDEM: Rakyat dibuat riuh dgn berita Korupsi dan HRS.
Rakyat dibuat sibuk menyikapi politik ""smoke screen"" yg dimainkan Rezim Son…",0
2436,jasbird1,"RT @MNormanDavies: (ID-US) PRABOWO MEETS ACTING DEFMIN MILLER. ""Honor Guard greeting followed by closed-door talks to discuss increased coo…",0
2437,nandafaells,"Ibadah nya yg rajin yaa,  aman ko ibadah di indonesia  ,tapi gatau doi yg onohh Ngasi ijin gakk cuakzzzz",0
2438,Jodi35832300,@Riyadhy13 @FaGtng Di akhirat jokowi yang ga level ama HRS,0
2439,ErickConstant14,"RT @msaid_didu: Kasus FPI, KAMI desak Jokowi bentuk Tim Independen pencari fakta https://t.co/uVqODM9Hh4",0
2440,bansma9,"@KejaksaanRI https://t.co/VbKYJE81bi

VIRAL INI BUKTI BAHWA SESUNGGUHNYA BELIAU . PA JOKOWI ITU TAK MELIHAT RAS DAN… https://t.co/jxlbOWtZYt",0
2441,brambarkoesuma,"@NOTASLIMBOY Allah itu Maha Adil, yuk berlaku adil yuk. Kesudahan bangsa2 yg zalim bs kt baca dlm Al Quran , takutl… https://t.co/zrQ1FgO3PJ",0
2442,PrasieOet,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
2443,Akallsehaat,@victorsen_ @kabarklaten @yeahmahasiswaa @txtfromklaten @bawaslu_klaten @jokowi @ganjarpranowo @OmbudsmanRI137 @ombudsmanjateng,0
2444,suluhco,"#KementerianPerhubungan 
#KapalPerintis 
#SabukNusantara88 
@jokowi
@KSPgoid
@kemenhub151

Kemenhub Lepas Kapal Per… https://t.co/hTaRyDdAL4",0
2445,reni_hartuti,jokowi indonesia,0
2446,MNoermoehammad,"RT @KetumProDEM: Rakyat dibuat riuh dgn berita Korupsi dan HRS.
Rakyat dibuat sibuk menyikapi politik ""smoke screen"" yg dimainkan Rezim Son…",0
2447,mahendra_afriza,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
2448,AEPishere,"RT @TeddyGusnaidi: Kalau ikuti pemikiran Emha Ainun Najib, maka kedepan, para mafia dan teroris dibenarkan dan dibolehkan untuk membuat ker…",0
2449,kecapiii,"RT @C3m4r46unun9: Mmg bagaikan petir disiang bolong mendengar Mentri Mensos ditangkap Kpk krn korupsi dana bansos. 
Namun begitu Bansos tsb…",0
2450,CASIGO2,@AimanJudakusum1 @teguh_b490nk @Pak_JK @jokowi @mohmahfudmd @prabowo @LaolyYasonna @KSPgoid @AliNgabalinNew… https://t.co/p4kPRRd0UM,0
2451,Tono_apa_tonie,"@Ayang_Utriza @prabowo Dia mah lagi anteng prof, browsing senjata sama kendaraan tempur yg mau di beli kan seneng p… https://t.co/WIrQhbhYmC",0
2452,anaswongkamfung,"RT @RachlanNashidik: Sebagai Presiden terpilih di negara demokrasi, Pak @jokowi mestinya memahami: hak warga negara mengatasi preferensi da…",0
2453,annalelarioz,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
2454,awangpri_,RT @detikcom: Muhammadiyah mendesak Presiden Jokowi untuk membentuk tim independen untuk mengusut kasus penembakan yang menewaskan 6 anggot…,0
2455,bringas3006,@daffana Yap betull banget ide Bapak @jokowi - beliau sangat visioner.  Pelabuhan adalah jembatan pemerataan ekonom… https://t.co/SdiM6oK6dW,0
2456,JailaniKodier,"@HyEvan1 @LisaAmartatara3 @Mr_cosanostra Sudah bilang Presiden Jokowi,  di Periode kedua ini tdk ada beban,  Siapa… https://t.co/d6O3nKKwBz",0
2457,JualPekan,"RT @KontraS: Extra judicial killing sangat berbahaya bagi keamanan &amp; hak hidup kita semua.

Kepolisian apalagi Negara (cc: Presiden @jokowi…",0
2458,lereng_merapi_7,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
2459,putrietidoerrr,@RiuRizkiUtomo_ @tyhon9 @prabowo @fadlizon pak prabowo apa hanya tutup mulut? memalukan,0
2460,BahlulWan,@TaliUdeng Cak Nun ini bicara karena disuruh atau dibayar siapa?  Ya tidak level lah.  Pak @Jokowi presiden Indones… https://t.co/LYj6dkwpej,0
2461,Udien_Marbot,@Aryprasetyo85 @jokowi @kemenhub151 Pengembangan pelabuhan menghadapi tantangan dari segi investasi dan geografis.… https://t.co/T1FKaDdvya,0
2462,syarifuddin789,"@Dahnilanzar Bilang sm Prabowo, jgn tinggal diam.!",0
2463,NurulAi14459911,RT @demokrasicoid: Tuntutan FPI Sumut ke Jokowi Usai 6 Laskar FPI Tewas Tertembak - Follow @demokrasicoid  https://t.co/wKYt4lQOG0,0
2464,balladratexpert,.,0
2465,Ajiemustafa1,"RT @__MV_llestari__: MEMBENCI JOKOWI ITU BERAT
.
.
.
Manusia tidak akan sanggup
BIARKAN SETAN SAJA
.
. https://t.co/DnCglDpy8k",0
2466,LarasatiAllen,Stafsus Billy menilai kepala negara RI Jokowi selalu Konsisten untuk meningkatkan Kualitas SDM Papua #Mi10T… https://t.co/FDcvZEvYZI,0
2467,djonprasetyanto,"RT @FPD_DPR: Anggota Komisi 3 @DPR_RI @PDemokrat mengatakan, Presiden sbg kepala pemerintahan perlu membentuk TPF independen mengungkap kas…",0
2468,Raka71596295,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
2469,Gana93352246,@FaGtng @jokowi ide yang bagus banget. Seharusnya kita dukung kerjasama ini supaya negara makin maju… https://t.co/GK700tKhLO,0
2470,anaswongkamfung,"RT @geloraco: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/cH9fYIitgj",0
2471,Yamanda01,"@fajarman_ Prei sedina neng umah 5 dina, semua karena agenda jihad di tps. Terimakasih @jokowi wkwkwkwk https://t.co/1f6Vdm8dhG",0
2472,Slash074,"RT @EnggalPMT: Enak bgt hidup loe, nyari muka didepan Jokowi atas kematian 6 warga negara.",0
2473,tirngting,@FaGtng @jokowi Kesulitan Para investor berinvestasi di sektor pelabuhan masih menjadi masalah utama di bidang ters… https://t.co/V02tfS4wPY,0
2474,yogzrt,@FaGtng @jokowi Percepat tahapan berinvestasi nya dong agar dpt meningkatkan investasi di pelabuhan #SinergiInvestasiBahari,0
2475,babiatpurba,"RT @sadness_loop: BAH BAYANGIN WAFER DIPLASTIKIN ANYING INI BANSOS APA JAJANAN SD, PUNCAK KOMEDI INI MAH",0
2476,eddy_wees,Bagus.......itu jawaban yang tepat  ! @Dr_Moeldoko,0
2477,JFD56667058,"@raddoarland @ReflyHZ Yg mojokkan polri dan jokowi itu cuma segelintir org aja, suaranya aja yg berisik",0
2478,nerdkilljoys,"RT @MCAOps: Cak Nun: ""Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam rakyatnya, sekarang saatnya terjadi dialog e…",0
2479,Lizalarilari,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
2480,kecapiii,"RT @C3m4r46unun9: Bagi warga tdk usah khawatir soal Bansos. 
@KemensosRI ; bansos ttp dijalankan, meski mentrinya sdh jd tersangka korupsi…",0
2481,dicky_tinton,"@NinaAliSM @ronavioleta @jokowi laahh, ribet gmn tho? Wong saya cuma bilang ndak usah diperguncingkan, keluarga sdh… https://t.co/GdnUUEAYNT",0
2482,Nordicblackmtl,"RT @Heripurwanto26: @fadlizon kepada bp @prabowo selaku ketum @Gerindra ,,mhn segeralah di bebastugaskan jadi anggota dewan,,biar kerjaanny…",0
2483,WatcherWhite,"@RachlanNashidik @jokowi Percuma pak nunggu, dianya gak ngerasa ditunggu",0
2484,PapzLif23,@Raydhim @jokowi LOL😂,0
2485,Makmur13745478,"@RachlanNashidik @jokowi Tanyalah di hati nurani diri beliau, kita berbangsa bernegara sama ingin mencapai tujuan b… https://t.co/o3puFVjjik",0
2486,JihanNella,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
2487,RekiDatuak,"RT @RachlanNashidik: Sebagai Presiden terpilih di negara demokrasi, Pak @jokowi mestinya memahami: hak warga negara mengatasi preferensi da…",0
2488,dxrreborn,RT @tvOneNews: Cak Nun Dorong Dialog Empat Mata Presiden Jokowi dengan Rizieq Shihab | tvOne Minute https://t.co/jthb3J5aoI,0
2489,nafisahtanjung,Alhamdulillah inilah 4 Major project 2021 untuk kurangi pengaturan dan kemiskinan .... Makasih @jokowi https://t.co/eXvtA2rI8F,0
2490,fikrinux,RT @CepJohan: https://t.co/128geZDrjM,0
2491,apyzrr,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
2492,bola_tribun,Cak Nun,0
2493,kucingkampunq,"@DonAdam68 Pilisi skrg ancam siapa saja..
Bar bar sekali negri ini jaman jokowi",0
2494,djonprasetyanto,"RT @musniumar: Ngr tdk blh tunduk pd premanisme, setuju. Kalo yg dimksd premanisme FPI ngawur. FPI tdk mmrs tp mnlong. Premanisme, dr bhs B…",0
2495,PenipuPara,@Ch_Chotlmah @prabowo @Gerindra @fadlizon https://t.co/eeCLWO7guJ,0
2496,FirdausAbinaya,RT @fadlizon: Media asing mulai menulis pembunuhan 6 org anggita FPI. @KomnasHAM @mohmahfudmd @jokowi,0
2497,banyukendeng,Secara hukum pabrik @semenku di #rembang sudah kalah. Tapi kenapa ndoro @ganjarpranowo dan pak @jokowi tidak berani… https://t.co/hBLqX5YaEy,0
2498,Laila88236555,@FaGtng @jokowi Pelabuhan merupakan urat nadi pelayaran di Indonesia #SinergiInvestasiBahari,0
2499,Aripinipin123,"RT @RD_4WR1212: Kadiv Humas Polri Irjen Raden Prabowo Argo Yuwono
Salah satu fokus adalah tentang kepemilikan senjata api yg digunakan lask…",0
2500,borni_alan,Mantap,0
2501,IyanSatria10,"RT @CNNIndonesia: Bentrok Polisi-FPI, KAMI Desak Jokowi Bentuk Tim Independen https://t.co/DpylvsNsgf",0
2502,riskandiputra,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
2503,Lizalarilari,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
2504,lapak_malioboro,Dawuh orang tua yang membawa akan kebaikan dan perdamaian ada baiknya didengarkan pakde @jokowi,0
2505,ngurah_suta,"RT @RD_4WR1212: Kadiv Humas Polri Irjen Raden Prabowo Argo Yuwono
Salah satu fokus adalah tentang kepemilikan senjata api yg digunakan lask…",0
2506,JagatMayaku,"Berhuma: Potret Tidak Ada yang Kebal Hukum
Kometmen Presiden @jokowi
Sangat tegas
@KemensosRI
https://t.co/YhUZwu7NeV",0
2507,ndorobbs,mestinya si nun itu ngomong ke rizieq agar berdialog 4 mata dg @nikitamirzani,0
2508,UncleBenn1,"RT @Mulalt_: Utas

"" Mereka Lansung Menembak Saya Dari Jarak Dekat ""
__
Peristiwa Paniai 8 Desember 2014 Masih tersimpan hangat,
Pelanggara…",0
2509,Azam72179154,"@FaGtng @jokowi Wah, ternyata masalah peraturan nya yang belum di mudahkan ya, semoga cepat kelar dah nih masalah… https://t.co/SAuMWnZdIn",0
2510,caklis4,#StandarGandaGerinda,0
2511,Angwill5,"RT @KontraS: Extra judicial killing sangat berbahaya bagi keamanan &amp; hak hidup kita semua.

Kepolisian apalagi Negara (cc: Presiden @jokowi…",0
2512,StevanyIFW,"#GODblessings World...

Pasima glory 🌞🌝🌟

Menurut kamu monolith ini siapa yang taruh di sana, seeey? 😬😬
Aku MTA ❤️🤍… https://t.co/Fti8DvHj2h",0
2513,Toge31434641,"@fadlizon Lo koar2 seperti ini mewakili grinda gak?

Prabowo sendiri pejabat jga ga ikut ngucapin.!!!",0
2514,Zhangxiying3,"RT @FaGtng: Kaget aku🙄 
Hanya untuk investasi ada tahapan 23 x , Peraturan berantai.

Ya Allah..
Bagaimana mungkin bisa terwujud #SinergiIn…",0
2515,nasiudukinseoul,@CH29YOUNG Pak prabowo,0
2516,Jihan86238578,"@FaGtng @jokowi bagusnya perizinannya dipermudah jadi investor juga lebih nyaman untuk berinvestasi
#SinergiInvestasiBahari",0
2517,AhmadTuatoy,"RT @AntonPr12594871: Hati2 perang Opini
Bisa Ber Ujung 
PERANG SAUDARA !
Hendaknya Ormas2 Islam bergandengan Tangan dan Menahan diri sebelu…",0
2518,AlaricLuthfy,@RachlanNashidik @umam_chaerul @jokowi Jkw ga bs diharaplah,0
2519,2caea3e8380f40e,"RT @OposisiCerdas: Amien Rais Marah Ultimatum Jokowi, ""Semua itu Bermuara kepada Anda""
https://t.co/gKvW5QOtkT",0
2520,azariatika,Itulah kenapa Pak @Jokowi gencar menyuarakan agar pihak Swasta mau berinvestasi di bidang pelabuhan ini. Mengingat… https://t.co/FOBNaQCpTL,0
2521,DeHoutman_id,"Cak Nun bagian lobi😁
https://t.co/LSNKKZhJFy",0
2522,bringas3006,@habibthink Mudah2 an dgn adanya OBL UU Cipta Kerja yg telah di ttd pak @jokowi - segala birokrasi perijinan bs  di… https://t.co/KmJiFpGXTe,0
2523,4ntonius_,RT @bambangsutijon2: @4ntonius_ @blackspyyder @supermansantai3 @BubuNyaii @prilcila @AyaniMel @DiniHrdianti @MalvaSelena @RizkiR4madani @Ma…,0
2524,ZyeZykia,Ini kerjaan menteri Jokowi yang paling gue banggakan...sehat selalu pak Basuki... https://t.co/t2II5hh33H,0
2525,vIingy,@FaGtng @jokowi Berbelit-belit sekali yaa perizinan nya hadeuh harus mengambil langkah cepat dong agar dpt mewujudk… https://t.co/eSu9fr0JXa,0
2526,TheSiska86,https://t.co/L8d0gAafYh,0
2527,Halim_fillmore,RT @CNNIndonesia: Cak Nun Dorong Dialog Empat Mata Jokowi-Rizieq Shihab https://t.co/DAbGHiAJ5i,0
2528,OmAdityaWisnu,"Kenapa mereka ngotot agar Jokowi “berdialog” dgn rizieq? Buat panjat sosial si rizieq. 
Nama rizieq akan terkatrol… https://t.co/CDkRNubqXO",0
2529,adisukmana,pun kersane mawon,0
2530,freydoh,RT @yoeskenawas: Indonesia May Have a New Political Dynasty With Jokowi’s Family https://t.co/qTA0hyf2BS,0
2531,riskandiputra,"@daffana Ide pak Jokowi pas banget, Krn pemerintah juga harus membangun sektor sektor lain yg sama pentingnya
#SinergiInvestasiBahari",0
2532,Sptnfrmnsyh,"RT @Kafir_Kiri: Maha karya tuhan, telah menciptakan orang segoblok dan seimajenatif ini.",0
2533,bersatulahnkri,"RT @TeddyGusnaidi: Kalau ikuti pemikiran Emha Ainun Najib, maka kedepan, para mafia dan teroris dibenarkan dan dibolehkan untuk membuat ker…",0
2534,SSyuban,RT @RachlanNashidik: Kita masih menunggu Presiden @Jokowi menyatakan sikapnya terhadap kasus penembakan hingga tewas terhadap 6 warga negar…,0
2535,toni_chelsky88,"RT @RiuRizkiUtomo_: Yth Pak @prabowo, Akun @fadlizon sudah secara sepihak menyatakan ke enam korban adalah Mujahid. Saya yakin bapak tahu a…",0
2536,neen4noor,Jadi gimana?,0
2537,idtodayco,Tuntutan FPI Sumut ke Jokowi Usai 6 Laskar FPI Tewas Tertembak https://t.co/yORxXrjzgH,0
2538,negativisme,"Alhamdulillah, meski secara kuantitas ekspor kita masih bukan yang terbaik di antara negara-negara lain, Capaian ek… https://t.co/3cB53fKQa0",0
2539,Zhangxiying3,"@FaGtng @jokowi Dalam pembangunan pelabuhan ini, entitas yang menjadi kunci utama penentu adalah sinergi antara pem… https://t.co/QdJn31J9Xi",0
2540,herfan0,"RT @MCAOps: Cak Nun: ""Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam rakyatnya, sekarang saatnya terjadi dialog e…",0
2541,hgberry,"RT @tjapoenglaut: Waktu kasus Sigi diam seribu bahasa... 
Prestasi nya tidak cukup tinggi untuk di terima sebagai pemimpin bangsa sehingga…",0
2542,afvuworldwide,@pena_warnagelap @ILCtv1 kalo ada Rocky yang salah pasti Jokowi 😂,0
2543,Azizah24448241,"@FaGtng @jokowi Semoga perizinan makin di mudahkan
#SinergiInvestasiBahari
https://t.co/D9GENSF3cb",0
2544,Aping99760163,RT @jansen_jsp: https://t.co/ZGAZM4ykaz,0
2545,oncee_one,"RT @mienz65: 🙏OPEN PERTEMANAN🙏

Mari smua ikut serta dlm pesta demokrasi Pilkada serentak

Rep:
Pilih yg jujur jgn yg money politics
#Jalin…",0
2546,AzzkaRaffasya,"RT @Mulalt_: Utas

"" Mereka Lansung Menembak Saya Dari Jarak Dekat ""
__
Peristiwa Paniai 8 Desember 2014 Masih tersimpan hangat,
Pelanggara…",0
2547,Ryan81729222,"@mohmahfudmd 
@jokowi 
@DivHumas_Polri 
Semoga pejabat negara yg amanah.
Di jdkan ahli surga.
Tpi jka ahli pelnar h… https://t.co/wn2jDu4Roe",0
2548,Wilda35633902,@FaGtng @jokowi #SinergiInvestasiBahari ini sangatlah penting agar Indonesia bisa semakin maju dan berkembang https://t.co/5NqlKd1TQc,0
2549,nafisahtanjung,"Presiden @jokowi gas pol infrastruktur , program infrastruktur 2021 untuk pemulihan ekonomi dan lapangan kerja https://t.co/ghYuv2fsTn",0
2550,TheTweetsID,@rurulistyana https://t.co/Dy2R47JGo5,0
2551,yaudah_ara,"@rahabganendra Butuh modal gede, nunggu balik modalnya juga lama bisa sampai 30tahun baru bisa balik modal dan meni… https://t.co/oiaF72v0NU",0
2552,eko_juandri,RT @MardaniAliSera: Perlu segera dibuat Tim Pencari Fakta. Karena versi kepolisian dan versi pihak FPI berbeda. Agar masyarakat tahu apa ya…,0
2553,muhsuriyanto12,"@fadlizon Pak prabowo.kau partai GERIDRA,pengen tambah maju,pecat saja itu kadermi yg bernama FADLI ZONG.oti yg mem… https://t.co/iAR6VZQ1Hn",0
2554,ArSunantoaris,"RT @AimanJudakusum1: @teguh_b490nk Maaf 🙏
Apakah penting berstatement dmkn pak ?
Lalu apa yg bermasalah jk proses hukumnya gak tuntas2 ?

@…",0
2555,Putuadi77,RT @daffana: 47 miliar dolar bukan duit kecil.. ngambil APBN buat  mengembangkan pelabuhan ya gak bisa... so ide pak Jokowi buat kerjasama…,0
2556,MasadibA,RT @ronavioleta: Akan tercatat dalam sejarah. Darah para syuhada pengawal ulama membasahi bumi pertiwi di masa pemerintahan @jokowi,0
2557,Thekinslay,"@SintaElvhee2_ Halah.... dibayar buat bikin kisruh, nah ini ikan buntal asal ngebacot aja, apa Pak @prabowo ga bisa… https://t.co/6vjZ9DFEwV",0
2558,PSantoda,"@TeddyGusnaidi @jokowi @Dr_Moeldoko @prabowo @mohmahfudmd Lagian gak penting jg kayaknya ketemu 4 mata dengan mrs
M… https://t.co/a5zyqVAR9X",0
2559,1hsan,"RT @EnggalPMT: Enak bgt hidup loe, nyari muka didepan Jokowi atas kematian 6 warga negara.",0
2560,ajizaan,RT @caknundotcom: Sambil menunggu Presiden mengucapkan belasungkawa atas meninggalnya enam (6) rakyatnya: sekarang saatnya terjadi Dialog 4…,0
